employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
78002,Operations,region_2,Master's & above,m,sourcing,1,48,4,20,0,0,58,0
78003,Technology,region_26,Bachelor's,m,referred,1,29,4,4,1,0,76,0
78004,Finance,region_13,Bachelor's,m,other,1,36,4,10,1,0,59,1
78007,Analytics,region_4,Bachelor's,m,other,1,29,1,5,0,0,89,0
78008,Sales & Marketing,region_13,Bachelor's,m,other,1,24,5,2,0,0,46,0
78011,Analytics,region_22,Bachelor's,m,other,1,30,3,6,0,0,88,0
78012,Sales & Marketing,region_22,Master's & above,m,sourcing,1,40,4,11,1,0,49,0
78014,Sales & Marketing,region_2,Master's & above,f,sourcing,1,54,1,8,0,0,46,0
78015,Sales & Marketing,region_10,Master's & above,f,other,1,35,3,4,1,0,49,0
78016,Sales & Marketing,region_8,Bachelor's,m,other,1,33,3,5,1,0,47,0
78017,Sales & Marketing,region_15,Master's & above,m,sourcing,1,30,3,5,0,0,50,0
78018,Technology,region_2,Master's & above,m,other,1,37,4,10,1,0,83,0
78019,Legal,region_22,Bachelor's,m,referred,1,31,5,3,0,0,58,0
78020,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,36,5,7,1,0,51,0
78022,Procurement,region_7,Bachelor's,m,other,1,35,3,7,0,0,72,0
78027,Procurement,region_13,Bachelor's,m,other,1,28,3,6,0,0,65,0
78028,Operations,region_24,Bachelor's,f,sourcing,1,30,3,6,0,0,60,0
78034,Procurement,region_5,Bachelor's,f,sourcing,2,31,3,6,0,0,73,0
78035,Technology,region_16,Bachelor's,m,sourcing,1,36,5,10,1,0,81,1
78037,Analytics,region_13,Master's & above,m,sourcing,2,34,5,4,0,0,81,0
78038,Sales & Marketing,region_13,Master's & above,m,other,1,33,1,2,1,0,50,0
78039,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,35,4,9,1,0,62,1
78040,Procurement,region_7,Master's & above,f,sourcing,2,38,3,10,0,0,70,0
78041,Procurement,region_2,Bachelor's,f,other,1,59,4,18,1,0,68,0
78044,Procurement,region_7,Bachelor's,m,sourcing,1,40,3,8,0,0,69,0
78045,Sales & Marketing,region_22,Master's & above,m,sourcing,1,36,4,3,0,0,56,0
78046,Operations,region_2,Bachelor's,f,other,1,36,1,9,0,0,55,0
78048,HR,region_4,Master's & above,f,other,1,32,5,6,1,0,48,0
78049,Technology,region_28,Master's & above,m,sourcing,1,36,4,9,1,0,78,0
78050,Operations,region_7,Master's & above,m,other,1,56,3,29,0,0,61,0
78051,Sales & Marketing,region_17,Bachelor's,m,other,2,29,3,6,0,0,56,0
78052,Operations,region_11,Bachelor's,m,sourcing,3,45,4,2,0,0,61,0
78053,Analytics,region_22,Bachelor's,m,sourcing,1,36,3,5,0,0,85,0
78054,Operations,region_2,Master's & above,m,sourcing,1,52,4,16,1,0,57,0
78057,Sales & Marketing,region_31,Bachelor's,f,sourcing,1,29,3,2,0,0,49,0
78059,Operations,region_14,Bachelor's,m,sourcing,1,38,3,10,0,0,61,0
78060,Analytics,region_28,Master's & above,m,other,2,35,5,7,1,0,81,0
78061,Analytics,region_17,Bachelor's,m,sourcing,1,32,4,5,0,0,82,0
78063,Technology,region_13,Master's & above,f,sourcing,1,35,3,9,0,0,83,0
78064,Sales & Marketing,region_22,Bachelor's,m,other,2,29,3,6,0,0,46,0
78065,Operations,region_26,Bachelor's,m,other,1,39,4,5,0,0,59,0
78069,Finance,region_22,Bachelor's,m,sourcing,1,32,4,8,1,0,58,0
78070,Operations,region_2,Bachelor's,f,sourcing,1,28,5,5,1,0,59,0
78071,Analytics,region_22,Bachelor's,m,other,1,30,5,7,1,0,91,1
78073,Procurement,region_15,Bachelor's,m,sourcing,1,30,5,2,1,0,66,0
78074,Sales & Marketing,region_22,Bachelor's,m,referred,1,25,1,2,0,0,56,0
78076,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,26,3,4,0,0,55,0
78077,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,38,4,10,1,0,47,0
78079,Procurement,region_2,Master's & above,f,sourcing,1,57,3,4,1,0,75,0
78080,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,34,3,8,0,0,45,0
78085,Operations,region_22,Master's & above,f,sourcing,1,43,3,4,0,0,58,0
78087,Operations,region_19,Bachelor's,f,other,1,32,4,6,0,0,56,0
78091,Sales & Marketing,region_9,Master's & above,m,other,1,31,3,6,0,0,53,0
78093,Sales & Marketing,region_28,Bachelor's,m,other,1,35,3,7,1,0,52,0
78094,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,36,3,3,0,0,47,0
78095,Technology,region_2,Bachelor's,f,sourcing,1,26,3,2,1,0,83,1
78097,Sales & Marketing,region_3,Bachelor's,m,other,1,32,5,6,1,1,45,0
78098,Sales & Marketing,region_12,Bachelor's,f,sourcing,1,26,5,2,1,0,51,0
78099,Procurement,region_33,Master's & above,m,other,1,37,3,3,0,0,71,0
78100,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,39,1,8,0,0,45,0
78102,Procurement,region_2,Master's & above,f,other,1,47,4,18,1,0,68,1
78103,Sales & Marketing,region_2,Bachelor's,m,other,5,33,1,6,0,0,47,0
78104,Technology,region_13,Master's & above,f,sourcing,1,31,1,5,0,0,80,0
78105,Operations,region_22,Master's & above,m,referred,1,33,5,5,1,0,59,0
78106,Operations,region_15,Bachelor's,f,other,1,35,5,4,0,0,74,1
78108,Technology,region_13,Bachelor's,m,sourcing,1,29,5,5,0,1,96,1
78109,Operations,region_15,Bachelor's,m,other,1,27,2,4,0,0,58,0
78110,Sales & Marketing,region_24,Master's & above,m,sourcing,1,32,3,5,0,0,51,0
78111,Operations,region_15,Bachelor's,m,other,1,45,5,6,1,0,53,0
78113,Analytics,region_20,Master's & above,m,other,1,40,1,3,1,0,82,0
78114,Technology,region_7,Bachelor's,m,sourcing,1,31,1,5,0,0,75,0
78115,Technology,region_27,Bachelor's,m,sourcing,1,28,5,3,1,0,98,1
78119,Procurement,region_11,Bachelor's,f,other,1,36,3,4,1,0,72,0
78120,Operations,region_22,Bachelor's,f,sourcing,1,34,4,9,0,0,58,0
78122,Analytics,region_27,Bachelor's,m,other,1,26,5,2,1,0,86,0
78123,Operations,region_19,Bachelor's,m,sourcing,1,26,4,4,1,0,60,0
78124,Sales & Marketing,region_27,Bachelor's,m,other,2,34,1,7,0,0,48,0
78126,Procurement,region_27,Bachelor's,f,other,1,33,3,3,0,0,76,0
78127,Sales & Marketing,region_27,Bachelor's,m,other,1,36,1,4,0,0,54,0
78128,Analytics,region_22,Bachelor's,f,other,1,29,2,2,1,0,82,0
78129,Analytics,region_2,Bachelor's,m,sourcing,1,28,4,3,0,0,82,0
78130,Analytics,region_5,Bachelor's,m,sourcing,1,39,5,3,1,0,87,0
78131,Operations,region_19,Bachelor's,m,other,2,36,5,4,0,0,59,0
78132,Sales & Marketing,region_4,Master's & above,m,other,1,57,1,16,0,0,47,0
78133,Operations,region_4,Master's & above,m,other,1,52,4,16,0,1,72,1
78134,Technology,region_11,Bachelor's,m,other,1,38,3,5,0,0,80,0
78138,Analytics,region_28,Master's & above,m,other,1,31,3,6,1,0,86,0
78139,Sales & Marketing,region_2,Master's & above,m,sourcing,1,50,5,10,1,0,54,1
78140,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,28,4,3,1,0,47,1
78147,Procurement,region_2,Master's & above,f,other,1,34,3,2,0,0,70,0
78150,Analytics,region_2,Bachelor's,m,other,1,29,5,2,1,0,84,0
78151,Operations,region_2,Bachelor's,m,sourcing,1,38,3,10,0,0,62,0
78152,Technology,region_2,Master's & above,f,referred,1,55,3,7,0,0,82,0
78153,HR,region_31,Master's & above,m,sourcing,1,32,5,9,1,0,47,0
78155,Technology,region_19,Bachelor's,f,other,2,33,3,8,0,0,81,0
78156,Finance,region_1,Bachelor's,m,sourcing,1,26,5,3,1,0,59,1
78159,Technology,region_16,Master's & above,f,other,1,36,4,8,1,0,81,0
78160,Sales & Marketing,region_15,Bachelor's,m,other,1,36,5,7,1,0,58,0
78161,Operations,region_15,Master's & above,m,sourcing,1,47,3,16,0,0,60,0
78166,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,29,1,5,0,0,51,0
78167,Legal,region_22,Master's & above,m,sourcing,1,40,5,10,1,0,62,0
78169,Operations,region_2,Master's & above,f,sourcing,1,39,4,11,0,0,58,0
78170,Sales & Marketing,region_17,Bachelor's,m,other,1,27,5,4,0,0,45,0
78172,Finance,region_25,Bachelor's,m,sourcing,1,31,3,2,0,0,77,1
78173,Sales & Marketing,region_22,Master's & above,f,other,1,31,3,4,0,0,50,0
78174,Technology,region_22,Master's & above,m,other,1,38,3,10,0,0,76,0
78176,Operations,region_29,Bachelor's,f,other,1,30,4,4,0,0,56,0
78177,Operations,region_22,Master's & above,m,other,2,38,5,11,1,0,58,1
78178,Operations,region_2,Bachelor's,m,other,2,51,3,17,0,0,73,1
78179,Sales & Marketing,region_25,Master's & above,m,other,1,45,5,6,0,0,48,0
78181,Technology,region_13,Master's & above,m,other,1,32,1,7,0,0,81,0
78182,Operations,region_22,Bachelor's,m,other,1,28,3,4,1,0,59,1
78183,Technology,region_22,Bachelor's,f,sourcing,1,28,3,6,0,0,79,0
78184,Operations,region_2,Master's & above,m,other,1,35,3,6,0,0,69,1
78185,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,48,4,17,0,0,53,0
78188,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,31,1,5,1,0,44,0
78189,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,32,3,2,0,0,45,0
78190,Operations,region_15,Bachelor's,m,other,1,32,4,7,1,0,60,0
78191,Technology,region_24,Bachelor's,m,other,1,31,1,4,0,0,80,0
78192,Technology,region_7,Bachelor's,m,other,1,33,3,7,1,0,77,0
78195,Analytics,region_22,Bachelor's,m,sourcing,1,35,3,9,1,0,83,0
78198,Finance,region_26,Bachelor's,m,other,2,30,3,5,0,0,54,0
78199,Sales & Marketing,region_15,Bachelor's,m,other,1,28,1,4,0,0,52,0
78200,Sales & Marketing,region_13,Master's & above,m,other,1,39,1,9,0,0,52,0
78201,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,26,4,5,0,0,55,0
78202,Procurement,region_22,Bachelor's,f,sourcing,1,35,4,10,0,0,71,0
78203,Operations,region_28,Bachelor's,m,other,1,39,3,3,0,0,62,0
78204,Technology,region_7,Bachelor's,f,sourcing,1,28,4,2,0,0,81,0
78206,Operations,region_2,Master's & above,m,other,1,39,5,3,1,0,55,1
78207,Sales & Marketing,region_2,Bachelor's,m,other,2,38,3,5,0,0,54,0
78210,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,27,3,5,1,0,51,0
78212,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,58,3,14,1,0,51,0
78215,Analytics,region_2,Bachelor's,m,other,2,50,4,12,0,0,90,0
78216,Procurement,region_2,Bachelor's,f,other,1,26,2,3,1,0,70,1
78217,Sales & Marketing,region_23,Master's & above,m,sourcing,1,34,1,3,1,1,51,0
78218,Sales & Marketing,region_13,Bachelor's,m,other,1,35,4,6,1,1,93,1
78220,Sales & Marketing,region_29,Master's & above,m,other,1,38,3,2,0,0,46,0
78221,Operations,region_32,Bachelor's,m,sourcing,1,33,1,6,0,0,59,0
78224,Sales & Marketing,region_10,Bachelor's,m,other,1,29,2,2,0,0,49,0
78226,Sales & Marketing,region_7,Bachelor's,f,other,1,32,4,9,1,0,54,1
78227,Operations,region_6,Bachelor's,f,other,1,35,4,8,0,0,56,0
78229,Operations,region_2,Master's & above,f,other,1,34,5,7,1,1,59,0
78231,Operations,region_15,Bachelor's,m,sourcing,1,47,3,18,0,0,61,0
78233,Operations,region_4,Bachelor's,f,other,1,46,5,2,0,0,60,0
78234,Sales & Marketing,region_15,Bachelor's,f,other,1,43,3,7,0,0,50,0
78235,Procurement,region_2,Bachelor's,f,other,1,52,5,19,1,0,67,0
78236,Operations,region_13,Bachelor's,m,sourcing,1,40,5,11,1,0,56,0
78237,Operations,region_27,Bachelor's,f,other,2,37,4,10,0,0,58,0
78241,Analytics,region_21,Bachelor's,m,other,1,27,3,3,1,1,89,0
78242,Procurement,region_2,Bachelor's,f,other,1,56,3,7,0,0,68,0
78244,Operations,region_7,Master's & above,m,sourcing,1,37,5,11,0,0,62,0
78245,Sales & Marketing,region_33,Bachelor's,m,sourcing,1,37,3,5,1,0,47,0
78246,Finance,region_27,Bachelor's,m,other,1,28,4,4,0,0,61,0
78247,Sales & Marketing,region_25,Master's & above,m,other,1,32,1,8,0,0,54,0
78248,Sales & Marketing,region_27,Bachelor's,m,sourcing,2,27,4,3,0,0,49,0
78250,Analytics,region_7,Bachelor's,m,sourcing,2,34,5,7,1,0,84,0
78251,Sales & Marketing,region_32,Bachelor's,m,sourcing,2,31,3,6,1,0,49,0
78252,Analytics,region_22,Bachelor's,m,sourcing,3,29,5,2,0,0,87,0
78253,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,31,1,5,0,0,48,0
78258,R&D,region_27,Bachelor's,m,sourcing,2,33,3,5,1,0,88,0
78259,Sales & Marketing,region_13,Bachelor's,m,sourcing,2,26,3,4,0,0,53,0
78260,Sales & Marketing,region_32,Bachelor's,m,other,2,33,1,3,0,0,48,0
78262,Finance,region_22,Master's & above,m,sourcing,1,32,2,9,0,0,58,0
78263,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,31,3,6,1,1,44,1
78266,Sales & Marketing,region_2,Bachelor's,m,other,2,47,4,14,0,0,47,0
78267,Technology,region_4,Master's & above,m,other,1,54,1,13,0,0,79,0
78268,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,48,1,9,0,0,45,0
78270,Operations,region_22,Master's & above,m,sourcing,1,52,3,19,1,0,57,0
78271,Technology,region_16,Bachelor's,m,other,1,30,3,2,0,0,76,0
78272,Sales & Marketing,region_28,Bachelor's,f,other,1,31,5,2,0,0,48,0
78273,Technology,region_2,Bachelor's,m,referred,1,41,5,3,0,0,83,0
78274,Procurement,region_2,Master's & above,m,other,1,46,3,4,0,0,72,0
78275,Operations,region_7,Bachelor's,m,other,1,35,3,7,0,0,60,0
78276,Technology,region_31,Master's & above,f,other,1,37,5,5,1,0,82,0
78277,Operations,region_22,Bachelor's,m,sourcing,2,32,4,4,1,0,54,0
78281,Operations,region_19,Master's & above,m,other,1,44,3,7,1,0,58,1
78282,Sales & Marketing,region_32,Bachelor's,m,other,1,34,2,8,0,0,51,0
78285,Sales & Marketing,region_27,Master's & above,m,other,1,42,3,2,1,0,94,1
78286,Sales & Marketing,region_26,Bachelor's,f,sourcing,1,34,3,5,0,0,46,0
78287,Analytics,region_7,Bachelor's,m,other,1,35,3,2,0,0,83,0
78288,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,29,3,3,0,1,60,1
78290,Operations,region_2,Bachelor's,f,other,1,52,1,7,0,0,60,0
78291,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,29,3,3,0,0,50,0
78292,Operations,region_2,Master's & above,m,sourcing,1,59,2,16,1,0,57,1
78294,Sales & Marketing,region_22,Bachelor's,m,sourcing,3,35,3,3,0,0,49,0
78296,Procurement,region_2,Bachelor's,f,sourcing,1,28,5,5,1,0,70,0
78297,Operations,region_13,Bachelor's,f,sourcing,1,34,5,7,1,0,56,0
78298,Procurement,region_2,Master's & above,f,referred,1,39,5,10,0,0,67,0
